symbol,direction,entry,exit,hold_hours,count,win_rate,avg_return,sharpe
GBPNZDm,short,03:00,08:00,5,17,0.7647058823529411,0.0003296933541028588,0.707583701914786
EURUSDm,long,04:00,09:00,5,17,0.7647058823529411,0.00024400379367534928,0.7051302510970314
EURAUDm,short,17:30,22:30,5,22,0.8636363636363636,0.0006035866517201168,0.705084034221353
CADCHFm,long,00:30,12:30,12,17,0.7058823529411765,0.0006783273808467913,0.703974379791351
GBPNZDm,short,01:00,09:00,8,17,0.8235294117647058,0.0006134920727234614,0.7031212509553039
GBPNZDm,short,01:00,08:00,7,17,0.8823529411764706,0.00048130162234227695,0.6950345035516585
CADJPYm,long,22:00,04:00,6,22,0.8181818181818182,0.0011027516005780182,0.6937367756738916
GBPNZDm,short,01:30,09:30,8,17,0.8235294117647058,0.0006065327862779142,0.6931093901504872
GBPNZDm,short,03:00,09:00,6,17,0.8235294117647058,0.000461929199011429,0.6922090544056715
GBPNZDm,short,02:00,09:00,7,17,0.8823529411764706,0.0004679969378667734,0.6878129116950376
AUDUSDm,long,14:30,22:30,8,21,0.7142857142857143,0.0016249522760514172,0.6853878290486005
USDJPYm,long,00:00,04:00,4,22,0.7727272727272727,0.0007393271501813924,0.6672087091804171
EURAUDm,short,16:30,23:30,7,22,0.7272727272727273,0.0007387621680649506,0.6579888742647402
GBPUSDm,short,01:00,04:00,3,22,0.6818181818181818,0.0004906159003751891,0.6574258024376066
CADJPYm,long,22:30,05:30,7,22,0.6818181818181818,0.001120023106636425,0.6560115025922217
GBPNZDm,short,02:00,08:00,6,17,0.8235294117647058,0.00033574778888891,0.6525151610575489
USDJPYm,long,23:30,07:30,8,17,0.7058823529411765,0.000740294602900196,0.6519041375008938
CADJPYm,long,22:00,05:00,7,22,0.6818181818181818,0.0010928357926968243,0.6518036367785969
USDJPYm,long,00:30,03:30,3,22,0.6818181818181818,0.0005499374370525905,0.644567754532813
CADCHFm,long,02:30,13:30,11,17,0.7058823529411765,0.0005581800915141799,0.6433797952140428
AUDUSDm,long,13:30,22:30,9,21,0.6190476190476191,0.0014716646646967565,0.6430091311417543
GBPUSDm,short,01:30,05:30,4,22,0.7727272727272727,0.0003627880621578663,0.6429054674978433
CADCHFm,long,01:00,12:00,11,17,0.8235294117647058,0.0005140121433706417,0.6406216850886083
USDJPYm,long,23:30,02:30,3,22,0.7727272727272727,0.0007526921794774456,0.6388814936006196
USDCADm,short,03:00,09:00,6,17,0.7647058823529411,0.00028972833663684937,0.6386610342213503
GBPUSDm,short,01:00,05:00,4,22,0.6363636363636364,0.0004093736684596647,0.6383657651933303
CADJPYm,long,01:00,04:00,3,22,0.6818181818181818,0.0004259574292561122,0.6346164263422097
EURUSDm,long,03:30,09:30,6,17,0.7058823529411765,0.00030647254158602686,0.6334275953082429
AUDUSDm,long,14:30,23:30,9,21,0.7142857142857143,0.0015987561282989578,0.6331496547612586
GBPUSDm,short,01:00,13:00,12,17,0.7647058823529411,0.0004630902911649511,0.6322365655953167
EURJPYm,long,23:30,05:30,6,22,0.6818181818181818,0.00045440321104467146,0.6291964093962574
AUDCADm,short,22:30,07:30,9,17,0.5882352941176471,0.0005947914375240747,0.6284852994425347
CADJPYm,long,22:30,03:30,5,22,0.8181818181818182,0.0011307904355153118,0.6276317834914091
GBPUSDm,long,05:30,09:30,4,17,0.7058823529411765,0.00023929597818491305,0.6272867543594358
GBPUSDm,short,01:00,07:00,6,17,0.7058823529411765,0.00038901886995904017,0.6269346720737681
CADJPYm,long,22:30,04:30,6,22,0.7272727272727273,0.001142916467975792,0.626719321540956
GBPNZDm,short,02:30,08:30,6,17,0.7058823529411765,0.00039027821718684195,0.6262186448581115
JP225m,short,00:30,03:30,3,22,0.7727272727272727,0.0023870170477772287,0.6249151229901345
EURUSDm,long,04:30,09:30,5,17,0.6470588235294118,0.00022616118509718097,0.6237153238281702
GBPUSDm,short,00:30,05:30,5,22,0.8181818181818182,0.0004497550348329517,0.6200366428203291
AUDUSDm,long,15:30,22:30,7,21,0.6666666666666666,0.0013325193263722598,0.6165834223197144
GBPUSDm,short,22:30,05:30,7,22,0.6818181818181818,0.0006648841523123704,0.6157946609147965
EURUSDm,long,05:30,09:30,4,17,0.7647058823529411,0.00021626712935961397,0.6148215537999139
EURJPYm,long,23:30,04:30,5,22,0.6818181818181818,0.00048744297932297036,0.6140757379084673
CADCHFm,long,02:30,12:30,10,17,0.7058823529411765,0.00048611360961789294,0.6129731306585614
EURNZDm,long,13:30,17:30,4,21,0.7142857142857143,0.0006211035764877157,0.6122753720731087
CADCHFm,long,23:30,11:30,12,17,0.6470588235294118,0.0009812526393306552,0.6117622176794414
AUDUSDm,long,10:30,22:30,12,21,0.6666666666666666,0.0014217203822759507,0.6114461450842594
CADJPYm,long,00:00,08:00,8,17,0.7058823529411765,0.0008322212291746613,0.6106522768690543
GBPAUDm,short,14:30,23:30,9,21,0.7142857142857143,0.0010781644964045008,0.6098671756461566
AUDNZDm,long,11:30,17:30,6,21,0.7142857142857143,0.0007416968851134696,0.6079780306442892
EURCHFm,long,02:30,13:30,11,17,0.8235294117647058,0.00039369413091596333,0.6074745603742201
CADJPYm,long,22:00,08:00,10,17,0.7058823529411765,0.000873866759343449,0.6072171873017108
GBPUSDm,short,00:30,11:30,11,17,0.7647058823529411,0.00038743349197924105,0.6057121315953814
AUDUSDm,long,12:30,22:30,10,21,0.7142857142857143,0.0013999853289043255,0.6049971709380197
CADJPYm,long,22:00,03:00,5,22,0.7727272727272727,0.000931223742725542,0.604344682626949
CADJPYm,long,00:00,04:00,4,22,0.7727272727272727,0.0006921626169413184,0.6037505711114054
GBPNZDm,short,04:00,09:00,5,17,0.7058823529411765,0.00037375711605146353,0.6007026464383977
GBPNZDm,short,04:00,08:00,4,17,0.7058823529411765,0.00024150815697624313,0.6000174706987832
GBPNZDm,short,02:30,09:30,7,17,0.7647058823529411,0.0004972921286895272,0.5995525996082222
AUDUSDm,long,11:30,22:30,11,21,0.6666666666666666,0.0014096292714468946,0.5987642385434163
USDCHFm,long,01:00,13:00,12,17,0.6470588235294118,0.0007106247798617489,0.5974427516564047
USDJPYm,long,23:00,02:00,3,22,0.6818181818181818,0.0008168991508827033,0.5973486641568511
EURNZDm,short,03:00,09:00,6,17,0.8235294117647058,0.0003410992390700678,0.5968383703302359
CADCHFm,long,01:30,11:30,10,17,0.8235294117647058,0.0004544484375622128,0.5958421525073715
AUDUSDm,long,14:00,23:00,9,21,0.6666666666666666,0.0015199225839727503,0.5952208169542416
USDCHFm,long,01:30,13:30,12,17,0.7058823529411765,0.0007666938440347832,0.5951320751013868
CADJPYm,long,23:30,05:30,6,22,0.6818181818181818,0.0007879210811567376,0.5930318920043665
GBPCADm,short,00:30,07:30,7,17,0.7647058823529411,0.0003976523693765052,0.5913829187597495
USDJPYm,long,00:30,05:30,5,22,0.8636363636363636,0.0005556485160096328,0.589371243148732
CADJPYm,long,23:30,03:30,4,22,0.8181818181818182,0.0007985614256702661,0.5890735282862901
USDCADm,short,05:30,09:30,4,17,0.7647058823529411,0.00020096374634026104,0.5886334452715644
EURAUDm,short,17:00,00:00,7,22,0.7727272727272727,0.0006809721961134961,0.5884151510208494
USDJPYm,long,23:00,10:00,11,17,0.7058823529411765,0.0007673540398312867,0.5875537892432882
AUDUSDm,long,14:00,22:00,8,21,0.7142857142857143,0.0013893920206608714,0.5870031081447937
EURAUDm,short,14:30,22:30,8,21,0.7619047619047619,0.0008142668202763164,0.5862293249667075
GBPUSDm,short,01:00,12:00,11,17,0.7647058823529411,0.0003775525607545444,0.5851550970095614
EURAUDm,short,18:30,23:30,5,22,0.7727272727272727,0.0007581251205446865,0.5848715939084211
GBPNZDm,short,01:30,07:30,6,17,0.7058823529411765,0.0003045774497215674,0.5846566108269118
GBPUSDm,short,01:00,08:00,7,17,0.7647058823529411,0.0003495246215611264,0.5827445845084407
USDJPYm,long,22:30,08:30,10,17,0.6470588235294118,0.0007475401220568929,0.5822332221024941
EURNZDm,short,17:00,23:00,6,22,0.6818181818181818,0.0007571645680595255,0.5816981471666272
GBPUSDm,short,01:00,10:00,9,17,0.6470588235294118,0.0003718659054632583,0.5812750732324187
AUDUSDm,long,16:30,22:30,6,22,0.6363636363636364,0.0012145250968655945,0.5804172499577124
USDJPYm,long,00:00,10:00,10,17,0.7058823529411765,0.000626903276886179,0.5784532448364766
CADJPYm,long,23:00,04:00,5,22,0.7272727272727273,0.0009205960192098322,0.5764742826382699
EURAUDm,short,16:30,22:30,6,22,0.6818181818181818,0.0006176244986603751,0.5757644778431961
CADCHFm,long,02:00,12:00,10,17,0.7058823529411765,0.0004272219199114949,0.5756185562818491
USDJPYm,long,23:30,09:30,10,17,0.7647058823529411,0.0006554350068978707,0.5740628778593003
GBPUSDm,short,22:30,04:30,6,22,0.5909090909090909,0.0006142762446376837,0.5736166138259403
AUDUSDm,long,13:30,23:30,10,21,0.6666666666666666,0.0014456522079934874,0.5727688257094995
CADCHFm,long,03:00,13:00,10,17,0.6470588235294118,0.0003830713568456977,0.5717397989144755
GBPUSDm,short,01:00,11:00,10,17,0.5882352941176471,0.00040810401635280735,0.5714583645085792
NZDUSDm,long,03:30,09:30,6,17,0.7647058823529411,0.0006047129997159592,0.5696625911616113
AUDUSDm,long,15:30,23:30,8,21,0.6666666666666666,0.0013062571371254624,0.5690419016585543
EURAUDm,short,18:30,22:30,4,22,0.7272727272727273,0.0006371403403363154,0.5687204257657105
USDCHFm,long,23:30,11:30,12,17,0.6470588235294118,0.0009377927375719131,0.5665973966014665
EURAUDm,short,14:30,23:30,9,21,0.7619047619047619,0.0009023162383040457,0.5664381378818024
AUDUSDm,long,17:30,22:30,5,22,0.6818181818181818,0.0011066639064519633,0.5660623327566486
XAUUSDm,long,04:00,09:00,5,17,0.7058823529411765,0.0019585681090261244,0.5645249962738373
GBPUSDm,short,22:30,07:30,9,17,0.7058823529411765,0.0005286071908435499,0.5643220843243989
CADJPYm,long,21:30,09:30,12,17,0.8235294117647058,0.0008674545974899264,0.564081729770969
USDJPYm,short,03:00,09:00,6,17,0.7647058823529411,0.0004136282289260288,0.5630981462601881
NZDUSDm,long,03:00,08:00,5,17,0.7058823529411765,0.00036557221705132417,0.5624179244143086
EURCHFm,long,01:30,11:30,10,17,0.7647058823529411,0.00036917142663866494,0.5623809117918958
EURNZDm,short,04:00,09:00,5,17,0.7058823529411765,0.0003163920185135517,0.5623545794015711
GBPUSDm,short,00:30,03:30,3,22,0.7272727272727273,0.00046168896552836183,0.5606350382162363
AUDNZDm,long,12:30,17:30,5,21,0.6666666666666666,0.0005536990112872007,0.5605963974498077
AUDCADm,short,23:00,07:00,8,17,0.7058823529411765,0.0005524784482975084,0.5605510167493064
EURJPYm,long,23:30,09:30,10,17,0.6470588235294118,0.0005400591751294903,0.5589278106939118
EURCHFm,long,03:30,13:30,10,17,0.7647058823529411,0.00037933407505521085,0.5576873317122766
USDCHFm,long,02:00,13:00,11,17,0.7647058823529411,0.0005976532944764113,0.5541724110365236
EURNZDm,long,11:30,17:30,6,21,0.7142857142857143,0.0008184063333594781,0.5535086661987342
AUDUSDm,long,18:00,22:00,4,22,0.7272727272727273,0.0009734725659583701,0.5510913465730976
USDCHFm,long,01:30,12:30,11,17,0.7647058823529411,0.0006001009629148011,0.5510721488566479
AUDUSDm,long,16:30,23:30,7,22,0.5909090909090909,0.0012107443119258891,0.5505530254935969
GBPUSDm,short,22:30,08:30,10,17,0.7058823529411765,0.0005068753114504035,0.5500912141615499
GBPUSDm,short,00:30,12:30,12,17,0.5882352941176471,0.0003561942045908985,0.5499130978586197
USDCHFm,long,02:00,14:00,12,17,0.7647058823529411,0.0006134113626383048,0.5493282098414523
AUDNZDm,long,13:30,17:30,4,21,0.7142857142857143,0.0004800593917186297,0.5489998918730027
CADJPYm,long,22:30,02:30,4,22,0.7272727272727273,0.0009388138660843231,0.5485731287171366
CADJPYm,long,22:30,09:30,11,17,0.7647058823529411,0.0010450969102663134,0.5484042496513639
US30m,short,00:00,03:00,3,22,0.7272727272727273,0.0012112395293426327,0.5478948242957142
EURAUDm,short,14:00,23:00,9,21,0.6666666666666666,0.0008152755381477373,0.5465065278406607
EURJPYm,long,23:30,08:30,9,17,0.6470588235294118,0.00045608017826136713,0.5463986222210843
CADJPYm,long,00:30,03:30,3,22,0.7272727272727273,0.0004578641599095957,0.5459126364433768
USDJPYm,long,00:00,03:00,3,22,0.7272727272727273,0.0005967704461156178,0.5446940940681699
CADJPYm,long,22:00,02:00,4,22,0.7727272727272727,0.0008665475538486518,0.5445409990404347
GBPUSDm,long,04:30,09:30,5,17,0.7058823529411765,0.00022990996736184567,0.5432311927438467
GBPUSDm,short,22:30,03:30,5,22,0.6363636363636364,0.0006767013223822119,0.5422673140377043
GBPUSDm,short,23:00,03:00,4,22,0.6363636363636364,0.0006411854923010645,0.5415269141858551
AUDUSDm,long,14:00,00:00,10,21,0.7142857142857143,0.001374456080543419,0.540812489928887
AUDUSDm,long,13:00,23:00,10,21,0.6190476190476191,0.0013700692016917647,0.5404767087494399
EURCHFm,long,05:00,13:00,8,17,0.7647058823529411,0.0004262496260054795,0.5396452263021637
AUDCADm,short,23:30,07:30,8,17,0.7058823529411765,0.0004853098817232595,0.5396270677650362
CADCHFm,long,00:30,11:30,11,17,0.8235294117647058,0.0005415487611462983,0.5370622244089512
CADJPYm,long,23:30,09:30,10,17,0.6470588235294118,0.0008380619250667845,0.5369895181254952
USDJPYm,long,23:00,11:00,12,17,0.7058823529411765,0.0007044358047735939,0.5369289086408716
AUDUSDm,long,11:30,23:30,12,21,0.6190476190476191,0.001383606248118509,0.536567021428485
EURCHFm,long,04:00,13:00,9,17,0.8235294117647058,0.0003707993560850934,0.5363465403914078
EURNZDm,long,12:00,17:00,5,21,0.7142857142857143,0.0007708330927739998,0.536337904382429
AUDUSDm,long,18:30,22:30,4,22,0.7727272727272727,0.0010248273041637537,0.5362285914450818
USDJPYm,long,22:00,04:00,6,22,0.7272727272727273,0.0010381989312064478,0.5355648715537068
AUDCADm,short,23:30,03:30,4,22,0.7272727272727273,0.0005072057086730379,0.535468034678445
CHFJPYm,short,06:30,15:30,9,15,0.7333333333333333,0.0009613062637339862,0.5354404584654463
AUDUSDm,long,17:00,22:00,5,22,0.6363636363636364,0.0010407741027613012,0.535400914264374
AUDNZDm,long,11:30,20:30,9,21,0.6666666666666666,0.0008345285612087162,0.5352077796860669
AUDUSDm,long,17:00,23:00,6,22,0.5909090909090909,0.0011718707609217319,0.5340556703500394
AUDNZDm,long,12:00,17:00,5,21,0.7142857142857143,0.0007330061650523298,0.5328658316708537
AUDNZDm,long,12:00,18:00,6,21,0.7619047619047619,0.0008315774586322872,0.5323825009397677
CADJPYm,long,23:30,04:30,5,22,0.7727272727272727,0.0008108775730384179,0.5320658781309067
GBPAUDm,short,17:30,23:30,6,22,0.7727272727272727,0.0007924517260811171,0.5312383153391661
AUDUSDm,long,12:30,23:30,11,21,0.7142857142857143,0.0013740783656716992,0.5307028896509961
CADCHFm,long,06:30,12:30,6,17,0.7058823529411765,0.00022951784565824825,0.5293751809074535
AUDUSDm,long,17:30,23:30,6,22,0.7272727272727273,0.0011029172590755927,0.528773693817489
EURNZDm,long,13:00,17:00,4,21,0.6190476190476191,0.00047886481263408623,0.5284680122993947
AUDUSDm,long,13:00,22:00,9,21,0.6666666666666666,0.0012395574049821716,0.5281592261485419
AUDCADm,short,22:00,08:00,10,17,0.7058823529411765,0.0004634868896215683,0.5281299919821874
AUDNZDm,long,12:00,20:00,8,21,0.7142857142857143,0.0009010752148849468,0.5280105276866448
JP225m,short,00:30,09:30,9,17,0.7647058823529411,0.002800938496612358,0.527944130546047
EURAUDm,short,14:00,22:00,8,21,0.7142857142857143,0.0007145437374139333,0.5279030237277602
CADJPYm,long,23:00,05:00,6,22,0.6363636363636364,0.0009107513030627384,0.5277449449300533
EURAUDm,short,17:00,01:00,8,22,0.7272727272727273,0.000677714946798839,0.5276313554137432
GBPCADm,short,01:00,08:00,7,17,0.5882352941176471,0.00040858499915678376,0.5275082189823986
GBPCADm,short,00:30,08:30,8,17,0.7058823529411765,0.0003921597208520405,0.5270781997295899
AUDNZDm,long,12:00,21:00,9,21,0.6666666666666666,0.0009168080272756127,0.5266200488576024
GBPCADm,short,00:30,04:30,4,22,0.7272727272727273,0.00038681164350724985,0.5265410941334855
CADJPYm,long,00:00,05:00,5,22,0.7272727272727273,0.0006822932795052742,0.5255290167404207
GBPUSDm,short,23:00,07:00,8,17,0.5882352941176471,0.000537930303669408,0.525041883047655
XAUUSDm,long,03:30,08:30,5,17,0.7647058823529411,0.0019525878492806384,0.5241277496230702
AUDCADm,short,22:30,06:30,8,17,0.6470588235294118,0.0005160896881374224,0.5238980888571227
AUDCADm,long,14:00,22:00,8,21,0.7142857142857143,0.0007620093684655907,0.523752076413781
CADJPYm,long,22:30,08:30,10,17,0.7058823529411765,0.000937985947047595,0.5232472133772882
EURCHFm,long,03:00,13:00,10,17,0.7058823529411765,0.0002923549355833973,0.5231370498410345
EURCHFm,long,02:30,12:30,10,17,0.7058823529411765,0.00033147009349806356,0.5223034442583128
EURJPYm,long,23:30,07:30,8,17,0.5882352941176471,0.0004581683208928449,0.5221536874781901
GBPNZDm,short,01:30,10:30,9,17,0.6470588235294118,0.0007269742559873601,0.521580513730614
AUDNZDm,long,12:00,16:00,4,21,0.6666666666666666,0.0005626713238269137,0.5199713397466224
USDJPYm,long,23:00,08:00,9,17,0.5882352941176471,0.0008140995533963601,0.5198949613620998
CHFJPYm,short,05:00,11:00,6,17,0.6470588235294118,0.00036124486900459613,0.5196825974374197
AUDUSDm,long,12:00,23:00,11,21,0.6666666666666666,0.00137299744401805,0.5196005950030792
EURAUDm,short,18:00,00:00,6,22,0.7272727272727273,0.000663866821740056,0.5182232220718451
EURNZDm,short,17:30,23:30,6,22,0.6818181818181818,0.0005731850523790697,0.5179737295626529
GBPAUDm,short,14:00,22:00,8,21,0.6190476190476191,0.0009039527081204722,0.5175613467958433
JP225m,short,02:00,10:00,8,17,0.5882352941176471,0.002335976616082456,0.5175197447721749
EURCHFm,long,23:30,11:30,12,17,0.7058823529411765,0.000607231154186247,0.5159731269361486
GBPNZDm,short,18:00,22:00,4,22,0.6363636363636364,0.0007195027770017635,0.5154847810369804
NZDJPYm,long,01:30,09:30,8,17,0.7058823529411765,0.0005928949552609974,0.5153953854182497
CHFJPYm,short,06:30,17:30,11,15,0.6666666666666666,0.0012925119127998436,0.5145663160012776
NZDJPYm,long,01:30,08:30,7,17,0.5882352941176471,0.0003980315368691377,0.5141330565236287
GBPUSDm,short,00:30,07:30,7,17,0.7058823529411765,0.00035261139055266184,0.5140259157104481
USDJPYm,long,00:00,05:00,5,22,0.7272727272727273,0.0006265088198023067,0.5136807320600613
NZDCADm,short,23:00,03:00,4,22,0.5909090909090909,0.0005772779540058753,0.5133589698054986
EURNZDm,short,03:00,08:00,5,17,0.7058823529411765,0.00020966432257572338,0.5133497278565889
GBPAUDm,short,13:30,23:30,10,21,0.6190476190476191,0.0008703060678343906,0.5125746275106849
CADJPYm,long,00:30,05:30,5,22,0.6818181818181818,0.0004472903586915403,0.5119977439041994
NZDCHFm,long,04:00,09:00,5,17,0.5882352941176471,0.0003084418999522534,0.5110711294621129
GBPCADm,short,00:30,12:30,12,17,0.7647058823529411,0.00041597321471954557,0.510729284703004
EURAUDm,short,11:30,22:30,11,21,0.7142857142857143,0.0006612551362863884,0.5105290037351505
GBPAUDm,short,12:30,23:30,11,21,0.5714285714285714,0.000881610493606139,0.5097465607040151
GBPNZDm,short,01:00,10:00,9,17,0.5882352941176471,0.000555022950541682,0.5096187370207913
GBPUSDm,short,00:30,08:30,8,17,0.7058823529411765,0.00033088520910078074,0.5094594809339358
AUDUSDm,long,18:00,23:00,5,22,0.6818181818181818,0.0011048239991578745,0.5090104935529703
AUDNZDm,long,12:00,19:00,7,21,0.7619047619047619,0.0009468084378784309,0.5089027542673873
AUDUSDm,long,10:00,22:00,12,21,0.7142857142857143,0.0013055015893484643,0.5086831879774857
EURGBPm,long,01:00,08:00,7,17,0.7647058823529411,0.0002182785310213078,0.5086300488382425
AUDNZDm,long,12:30,15:30,3,21,0.7142857142857143,0.00027296547519610616,0.5085490428931088
CADJPYm,long,21:30,08:30,11,17,0.7647058823529411,0.0007604996338271391,0.5083478279019594
EURCHFm,long,02:00,12:00,10,17,0.7647058823529411,0.00031516003428997986,0.5079712047357001
GBPUSDm,long,03:00,09:00,6,17,0.7058823529411765,0.00024210507502594816,0.5079062644100636
NZDCADm,short,22:30,02:30,4,22,0.6818181818181818,0.0005669693329118142,0.5074948697618208
JP225m,short,00:00,10:00,10,17,0.7647058823529411,0.002937286321795717,0.5064843274879165
AUDUSDm,long,03:30,09:30,6,17,0.6470588235294118,0.0004777913543744602,0.5061393142728454
CADCHFm,long,04:00,13:00,9,17,0.7647058823529411,0.0004416957466582173,0.5059574070032384
USDCHFm,long,09:30,13:30,4,21,0.6666666666666666,0.00048658043462170155,0.5058345297272191
GBPAUDm,short,14:30,22:30,8,21,0.6666666666666666,0.0008881188174739061,0.5054206437406865
AUDNZDm,long,14:30,17:30,3,21,0.6190476190476191,0.0006131107253681026,0.5052327764110768
AUDCADm,long,10:00,22:00,12,21,0.6666666666666666,0.0008915673133224725,0.5052309604499058
GBPUSDm,short,00:30,04:30,4,22,0.6818181818181818,0.0003990802810545468,0.5050934012648133
USDJPYm,long,22:30,01:30,3,22,0.6363636363636364,0.0007462732617882963,0.5047605606309999
USDJPYm,long,00:00,08:00,8,17,0.7058823529411765,0.00067357770938044,0.5042918723545262
GBPCADm,short,00:30,11:30,11,17,0.7647058823529411,0.0004364809267558658,0.5041919432266015
CADJPYm,long,22:30,07:30,9,17,0.7058823529411765,0.0008526313402823569,0.5041513891555772
EURAUDm,short,18:30,21:30,3,22,0.6363636363636364,0.00046700300178588206,0.503700879937809
XAUUSDm,long,03:00,09:00,6,17,0.7058823529411765,0.002039071882433282,0.5035758654976747
GBPUSDm,short,23:00,04:00,5,22,0.6363636363636364,0.0005974654484561546,0.503217743313322
EURNZDm,short,19:00,23:00,4,22,0.7272727272727273,0.0006468585037746714,0.5025106303094675
JP225m,short,00:30,04:30,4,22,0.6363636363636364,0.0018823735074857406,0.5022647333709204
NZDCADm,short,22:30,03:30,5,22,0.6818181818181818,0.0006214985627750442,0.5021652567755637
CADJPYm,long,00:00,10:00,10,17,0.7058823529411765,0.0006609725329594198,0.5019255774286375
NZDCADm,short,23:00,02:00,3,22,0.7272727272727273,0.0004886729551140667,0.5016283993893406
GBPNZDm,long,11:30,17:30,6,21,0.7142857142857143,0.0007740683014309382,0.5014349123664207
CADJPYm,long,23:00,03:00,4,22,0.7272727272727273,0.0007490237746301829,0.5004975331857994
AUDNZDm,long,11:30,18:30,7,21,0.7142857142857143,0.0007576983553054099,0.5003410755420464
NZDCHFm,long,01:30,10:30,9,17,0.7647058823529411,0.000639608626105447,0.50019160912037
CADJPYm,long,23:30,08:30,9,17,0.5882352941176471,0.0007310299163258956,0.4999302225507628
EURNZDm,short,02:30,09:30,7,17,0.7647058823529411,0.000364473601904579,0.49937024539904046
NZDUSDm,long,02:30,09:30,7,17,0.6470588235294118,0.0005439929751543225,0.49909564989302657
EURAUDm,short,10:30,22:30,12,21,0.6666666666666666,0.0007314409757602457,0.4989043347515226
EURAUDm,short,17:30,21:30,4,22,0.7272727272727273,0.00043324424475158304,0.49879443405780466
GBPNZDm,short,03:30,08:30,5,17,0.7647058823529411,0.0002786195186307383,0.49869070626428863
GBPAUDm,short,15:30,23:30,8,21,0.7619047619047619,0.0008087465952744056,0.49857981922007766
GBPUSDm,short,22:30,02:30,4,22,0.7272727272727273,0.000605179397880328,0.49845506863525796
EURNZDm,long,12:30,16:30,4,21,0.6666666666666666,0.0005006771601278502,0.49761021462200283
USDJPYm,long,22:30,07:30,9,17,0.5882352941176471,0.0007549709493478161,0.49757206754568084
CADJPYm,long,22:30,01:30,3,22,0.6818181818181818,0.0007531859385635164,0.49737748773397394
